,author,authorData,downloads,gated,id,lastModified,likes,pipeline_tag,private,repoType,isLikedByUser,sizes,min_size,max_size,trending,mined_date
59,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/e5-base-v2,2024-03-12T01:34:04.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,60,14-05-2024
60,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/multilingual-e5-base,2024-03-21T12:06:38.000Z,2,feature-extraction,False,model,False,1.11GB | 555MB | 279MB,292552704.0,1191853424.64,61,14-05-2024
61,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/instructor-base,2023-09-08T01:12:15.000Z,0,feature-extraction,False,model,False,552MB | 552MB | 140MB | 139MB | 495MB | 125MB | 439MB | 110MB,115343360.0,578813952.0,62,14-05-2024
62,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",10,False,Xenova/instructor-large,2023-09-08T01:14:24.000Z,1,feature-extraction,False,model,False,1.74GB | 1.74GB | 439MB | 438MB | 1.54GB | 388MB | 1.34GB | 337MB,353370112.0,1868310773.76,63,14-05-2024
63,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/sentence-t5-large,2023-09-08T01:13:29.000Z,0,feature-extraction,False,model,False,1.74GB | 1.74GB | 439MB | 438MB | 1.54GB | 388MB | 1.34GB | 337MB,353370112.0,1868310773.76,64,14-05-2024
64,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/multilingual-e5-small,2024-03-12T01:34:41.000Z,2,feature-extraction,False,model,False,470MB | 235MB | 118MB,123731968.0,492830720.0,65,14-05-2024
65,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/mms-300m,2024-03-21T12:08:21.000Z,0,feature-extraction,False,model,False,1.26GB | 632MB | 318MB,333447168.0,1352914698.24,66,14-05-2024
66,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/mms-1b,2024-03-21T12:10:25.000Z,0,feature-extraction,False,model,False,1.13MB | 1.93GB | 969MB,1184890.88,2072321720.32,67,14-05-2024
67,Supabase,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/I4961jNG67wvlqZP1swzQ.png', 'fullname': 'Supabase', 'name': 'Supabase', 'type': 'org', 'isHf': False, 'isEnterprise': False}",2,False,Supabase/e5-small-v2,2024-03-18T18:03:35.000Z,1,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,68,14-05-2024
68,Supabase,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/I4961jNG67wvlqZP1swzQ.png', 'fullname': 'Supabase', 'name': 'Supabase', 'type': 'org', 'isHf': False, 'isEnterprise': False}",2,False,Supabase/all-MiniLM-L6-v2,2024-03-18T18:04:18.000Z,2,feature-extraction,False,model,False,90.4MB | 45.3MB | 23MB,24117248.0,94791270.4,69,14-05-2024
69,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/gte-base,2024-03-12T01:35:12.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,70,14-05-2024
70,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/gte-large,2024-03-12T01:36:55.000Z,1,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,71,14-05-2024
71,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/bge-small-en,2024-03-12T01:37:08.000Z,0,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,72,14-05-2024
72,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/bge-base-en,2024-03-12T01:37:37.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,73,14-05-2024
73,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/bge-large-en,2024-03-12T01:39:10.000Z,0,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,74,14-05-2024
74,ggrn,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/ASNS3IY6apkwOG3k5ev1I.png', 'fullname': 'Greg Richardson', 'name': 'ggrn', 'type': 'user', 'isPro': False, 'isHf': False}",48,False,ggrn/bge-small-en,2024-04-26T16:38:15.000Z,1,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,75,14-05-2024
75,Supabase,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/I4961jNG67wvlqZP1swzQ.png', 'fullname': 'Supabase', 'name': 'Supabase', 'type': 'org', 'isHf': False, 'isEnterprise': False}",2,False,Supabase/bge-small-en,2024-03-18T18:03:59.000Z,1,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,76,14-05-2024
76,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/bge-base-zh,2024-03-12T01:40:46.000Z,0,feature-extraction,False,model,False,407MB | 204MB | 103MB,108003328.0,426770432.0,77,14-05-2024
77,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/bge-large-zh,2024-03-12T01:42:17.000Z,0,feature-extraction,False,model,False,1.3GB | 650MB | 327MB,342884352.0,1395864371.2,78,14-05-2024
78,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/bge-large-zh-noinstruct,2024-03-12T01:43:43.000Z,0,feature-extraction,False,model,False,1.3GB | 650MB | 327MB,342884352.0,1395864371.2,79,14-05-2024
79,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",8,False,Xenova/bge-small-zh,2024-03-12T01:44:55.000Z,1,feature-extraction,False,model,False,94.9MB | 47.5MB | 24MB,25165824.0,99509862.4,80,14-05-2024
80,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/ClinicalBERT,2024-03-15T03:21:24.000Z,0,feature-extraction,False,model,False,909MB | 455MB | 229MB,240123904.0,953155584.0,81,14-05-2024
81,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/LaBSE,2024-03-12T01:47:17.000Z,0,feature-extraction,False,model,False,1.88GB | 941MB | 472MB,494927872.0,2018634629.12,82,14-05-2024
82,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/wavlm-base,2024-03-21T12:10:39.000Z,0,feature-extraction,False,model,False,378MB | 189MB | 95.4MB,100034150.4,396361728.0,83,14-05-2024
83,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/wavlm-base-plus,2024-03-21T12:10:51.000Z,0,feature-extraction,False,model,False,378MB | 189MB | 95.4MB,100034150.4,396361728.0,84,14-05-2024
84,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/wavlm-large,2024-03-21T12:11:38.000Z,1,feature-extraction,False,model,False,1.26GB | 632MB | 318MB,333447168.0,1352914698.24,85,14-05-2024
85,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",12,False,Xenova/sentence-camembert-large,2024-03-21T12:12:16.000Z,0,feature-extraction,False,model,False,1.34GB | 672MB | 339MB,355467264.0,1438814044.16,86,14-05-2024
86,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/herbert-base-cased,2024-03-12T01:47:50.000Z,0,feature-extraction,False,model,False,496MB | 248MB | 125MB,131072000.0,520093696.0,87,14-05-2024
87,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/herbert-large-cased,2024-03-12T01:49:27.000Z,0,feature-extraction,False,model,False,1.42GB | 709MB | 357MB,374341632.0,1524713390.08,88,14-05-2024
88,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",816,False,Xenova/bge-large-en-v1.5,2024-03-12T01:50:51.000Z,4,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,89,14-05-2024
89,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",4,False,Xenova/bge-small-en-v1.5,2024-03-12T01:51:27.000Z,8,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,90,14-05-2024
90,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",4,False,Xenova/bge-large-zh-v1.5,2024-03-12T01:53:05.000Z,3,feature-extraction,False,model,False,1.3GB | 650MB | 327MB,342884352.0,1395864371.2,91,14-05-2024
91,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/bge-base-zh-v1.5,2024-03-12T01:53:28.000Z,1,feature-extraction,False,model,False,407MB | 204MB | 103MB,108003328.0,426770432.0,92,14-05-2024
92,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",49,False,Xenova/bge-small-zh-v1.5,2024-03-12T01:53:37.000Z,1,feature-extraction,False,model,False,94.9MB | 47.5MB | 24MB,25165824.0,99509862.4,93,14-05-2024
93,leolee9086,"{'avatarUrl': '/avatars/17824253cbfc896d18ec000218de9a22.svg', 'fullname': 'liyuzhang', 'name': 'leolee9086', 'type': 'user', 'isPro': False, 'isHf': False}",0,False,leolee9086/text2vec-base-chinese,2023-09-19T17:29:13.000Z,0,feature-extraction,False,model,False,103MB,108003328.0,108003328.0,94,14-05-2024
94,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/long-t5-encodec-tglobal-base,2024-03-21T12:12:59.000Z,0,feature-extraction,False,model,False,922MB | 463MB | 291MB,305135616.0,966787072.0,95,14-05-2024
95,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1868,False,Xenova/jina-embeddings-v2-small-en,2024-03-12T01:53:46.000Z,1,feature-extraction,False,model,False,130MB | 65MB | 32.8MB,34393292.8,136314880.0,96,14-05-2024
96,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",5109,False,Xenova/jina-embeddings-v2-base-en,2024-03-12T01:54:17.000Z,7,feature-extraction,False,model,False,547MB | 274MB | 138MB,144703488.0,573571072.0,97,14-05-2024
97,do-me,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/noauth/IiercF_qxHWize2kitl9X.jpeg', 'fullname': 'Dominik Weckmüller', 'name': 'do-me', 'type': 'user', 'isPro': False, 'isHf': False}",0,False,do-me/jina-embeddings-v2-base-en,2023-10-29T16:31:39.000Z,0,feature-extraction,False,model,False,547MB,573571072.0,573571072.0,98,14-05-2024
98,do-me,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/noauth/IiercF_qxHWize2kitl9X.jpeg', 'fullname': 'Dominik Weckmüller', 'name': 'do-me', 'type': 'user', 'isPro': False, 'isHf': False}",0,False,do-me/jina-embeddings-v2-small-en,2023-10-27T21:44:50.000Z,0,feature-extraction,False,model,False,130MB,136314880.0,136314880.0,99,14-05-2024
99,ProsESportu,"{'avatarUrl': '/avatars/7807276afdbbb6321d7a108a00879b9e.svg', 'fullname': 'Tomasz Hajduga', 'name': 'ProsESportu', 'type': 'user', 'isPro': False, 'isHf': False}",0,False,ProsESportu/mpweb,2023-11-22T17:52:21.000Z,0,feature-extraction,False,model,False,436MB,457179136.0,457179136.0,100,14-05-2024
100,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/clap-htsat-unfused,2024-03-17T14:55:51.000Z,0,feature-extraction,False,model,False,619MB | 312MB | 161MB,168820736.0,649068544.0,101,14-05-2024
101,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/tiny-random-ClapModel,2024-03-17T14:56:40.000Z,0,feature-extraction,False,model,False,14.8MB | 9.3MB | 6.34MB,6647971.84,15518924.8,102,14-05-2024
102,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/larger_clap_general,2024-03-17T15:01:03.000Z,0,feature-extraction,False,model,False,783MB | 395MB | 205MB,214958080.0,821035008.0,103,14-05-2024
103,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/larger_clap_music_and_speech,2024-03-17T15:10:25.000Z,2,feature-extraction,False,model,False,783MB | 395MB | 205MB,214958080.0,821035008.0,104,14-05-2024
104,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/conv-bert-base,2024-03-21T12:17:07.000Z,0,feature-extraction,False,model,False,423MB | 212MB | 107MB,112197632.0,443547648.0,105,14-05-2024
105,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/conv-bert-medium-small,2024-03-21T12:17:16.000Z,0,feature-extraction,False,model,False,70.4MB | 35.6MB | 18.6MB,19503513.6,73819750.4,106,14-05-2024
106,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/electra-base-discriminator,2024-03-21T12:18:00.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,107,14-05-2024
107,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/conv-bert-small,2024-03-21T12:18:11.000Z,0,feature-extraction,False,model,False,53MB | 26.9MB | 14.1MB,14784921.6,55574528.0,108,14-05-2024
108,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/electra-small-discriminator,2024-03-21T12:18:19.000Z,0,feature-extraction,False,model,False,54.2MB | 27.3MB | 14.2MB,14889779.2,56832819.2,109,14-05-2024
109,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/nucleotide-transformer-500m-human-ref,2024-03-15T03:31:41.000Z,0,feature-extraction,False,model,False,1.92GB | 958MB | 482MB,505413632.0,2061584302.08,110,14-05-2024
110,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/nucleotide-transformer-500m-1000g,2024-03-15T03:33:43.000Z,0,feature-extraction,False,model,False,1.92GB | 958MB | 482MB,505413632.0,2061584302.08,111,14-05-2024
111,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/hubert-base-ls960,2024-03-21T12:18:55.000Z,0,feature-extraction,False,model,False,378MB | 189MB | 95.6MB,100243865.6,396361728.0,112,14-05-2024
112,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/UAE-Large-V1,2024-03-12T01:55:42.000Z,2,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,113,14-05-2024
113,Todai,"{'avatarUrl': '/avatars/5d53754314695910793a4ba4deeb0e56.svg', 'fullname': 'Todai Abot', 'name': 'Todai', 'type': 'user', 'isPro': False, 'isHf': False}",7,False,Todai/robbert-2022-dutch-sentence-transformers-onnx,2023-12-13T09:25:14.000Z,0,sentence-similarity,False,model,False,473MB | 119MB,124780544.0,495976448.0,114,14-05-2024
114,odunola,"{'avatarUrl': '/avatars/a584654a54505651eb367a13fdaea440.svg', 'fullname': 'Odunolaoluwa jenrola', 'name': 'odunola', 'type': 'user', 'isPro': False, 'isHf': False}",0,False,odunola/UAE-Large-VI,2023-12-18T20:58:50.000Z,0,feature-extraction,False,model,False,1.34GB | 337MB,353370112.0,1438814044.16,115,14-05-2024
115,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/tiny-random-RoFormerModel,2024-03-21T12:18:59.000Z,0,feature-extraction,False,model,False,6.69MB | 3.47MB | 1.88MB,1971322.88,7014973.44,116,14-05-2024
116,karrar-alwaili,"{'avatarUrl': '/avatars/561514dc20432ea85207eed3df5dd54c.svg', 'fullname': 'karrar haidar allaithaoi', 'name': 'karrar-alwaili', 'type': 'user', 'isPro': False, 'isHf': False}",47,False,karrar-alwaili/UAE-Large-V1,2023-12-22T09:20:50.000Z,0,feature-extraction,False,model,False,1.34GB | 337MB,353370112.0,1438814044.16,117,14-05-2024
117,Cohee,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/1678743727728-63170aab3eb2544b6235fc5e.png', 'fullname': 'Cohee', 'name': 'Cohee', 'type': 'user', 'isPro': False, 'isHf': False}",35,False,Cohee/jina-embeddings-v2-base-en,2024-04-04T13:56:47.000Z,1,feature-extraction,False,model,False,434MB | 217MB | 109MB,114294784.0,455081984.0,118,14-05-2024
118,aurantium,"{'avatarUrl': 'https://www.gravatar.com/avatar/4440b0698624dc53af55820a50ce32e1?d=retro&size=100', 'fullname': 'Aurantium Labs', 'name': 'aurantium', 'type': 'org', 'isHf': False, 'isEnterprise': False}",1,False,aurantium/clip-ViT-B-32-multilingual-v1,2023-12-29T14:44:02.000Z,1,feature-extraction,False,model,False,541MB | 136MB,142606336.0,567279616.0,119,14-05-2024
119,nomic-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/641f01fe6d51620635e118e9/wy0ax27ok1-uHWoUAHSEs.png', 'fullname': 'Nomic AI', 'name': 'nomic-ai', 'type': 'org', 'isHf': False, 'isEnterprise': False}",8159,False,nomic-ai/nomic-embed-text-v1-unsupervised,2024-05-02T15:36:53.000Z,7,sentence-similarity,False,model,False,548MB | 138MB,144703488.0,574619648.0,120,14-05-2024
120,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1,False,Xenova/w2v-bert-2.0,2024-03-21T10:52:51.000Z,0,feature-extraction,False,model,False,988kB | 1.16GB | 586MB,1011712.0,1245540515.84,121,14-05-2024
